word,isCorrect,class,level
considerrably,false,adverb,b2
consideration,true,noun,b2
considerasion,false,noun,b2
consist,true,verb,b1
conisst,false,verb,b1
consistency,true,noun,c1
consitsency,false,noun,c1
consistent,true,adjective,b2
consitsent,false,adjective,b2
consistently,true,adverb,b2
consisetntly,false,adverb,b2
consolidate,true,verb,c1
consollidate,false,verb,c1
conspiracy,true,noun,b2
conspirracy,false,noun,b2
constant,true,adjective,b2
consatnt,false,adjective,b2
constantly,true,adverb,b2
constnatly,false,adverb,b2
constituency,true,noun,c1
constittuency,false,noun,c1
constitute,true,verb,c1
constittute,false,verb,c1
constitution,true,noun,c1
constitusion,false,noun,c1
constitutional,true,adjective,c1
constitusional,false,adjective,c1
constraint,true,noun,c1
constarint,false,noun,c1
construct,true,verb,b2
consrtuct,false,verb,b2
construction,true,noun,b2
construcsion,false,noun,b2
consult,true,verb,b2
conuslt,false,verb,b2
consultant,true,noun,b2
consutlant,false,noun,b2
consultation,true,noun,c1
consultasion,false,noun,c1
consume,true,verb,b1
consumme,false,verb,b1
consumer,true,noun,b1
consummer,false,noun,b1
consumption,true,noun,b2
consumpsion,false,noun,b2
contact,true,noun,b1
conatct,false,noun,b1
container,true,noun,b1
containner,false,noun,b1
contemplate,true,verb,c1
contemplatte,false,verb,c1
contemporary,true,adjective,b2
contemporery,false,adjective,b2
contempt,true,noun,c1
contmept,false,noun,c1
contend,true,verb,c1
conetnd,false,verb,c1
contender,true,noun,c1
contneder,false,noun,c1
content,true,adjective,c1
conetnt,false,adjective,c1
contention,true,noun,c1
contension,false,noun,c1
contest,true,noun,b2
conetst,false,noun,b2
continually,true,adverb,c1
continualy,false,adverb,c1
continuous,true,adjective,b1
continuoas,false,adjective,b1
contract,true,noun,b2
contarct,false,noun,b2
contractor,true,noun,c1
contrcator,false,noun,c1
contradiction,true,noun,c1
contradicsion,false,noun,c1
contrary,true,adjective,c1
contrery,false,adjective,c1
contrast,true,noun,b1
contarst,false,noun,b1
contribute,true,verb,b2
contributte,false,verb,b2
contribution,true,noun,b2
contribusion,false,noun,b2
contributor,true,noun,c1
contributtor,false,noun,c1
controversial,true,adjective,b2
controevrsial,false,adjective,b2
controversy,true,noun,b2
contrvoersy,false,noun,b2
convenience,true,noun,b2
conveniance,false,noun,b2
convenient,true,adjective,b1
conveneint,false,adjective,b1
convention,true,noun,b2
convension,false,noun,b2
conventional,true,adjective,b2
convensional,false,adjective,b2
conversion,true,noun,c1
convertion,false,noun,c1
convert,true,verb,b2
conevrt,false,verb,b2
convey,true,verb,b2
conevy,false,verb,b2
convict,true,verb,c1
conivct,false,verb,c1
conviction,true,noun,c1
convicsion,false,noun,c1
convince,true,verb,b1
convinc,false,verb,b1
convinced,true,adjective,b2
convniced,false,adjective,b2
convincing,true,adjective,b2
convicning,false,adjective,b2
cool,true,verb,b1
colo,false,verb,b1
cooperate,true,verb,c1
coopperate,false,verb,c1
cooperative,true,adjective,c1
coopperative,false,adjective,c1
coordinate,true,verb,c1
coordinnate,false,verb,c1
coordination,true,noun,c1
coordinasion,false,noun,c1
coordinator,true,noun,c1
coordinnator,false,noun,c1
cope,true,verb,b2
coppe,false,verb,b2
copper,true,noun,c1
coper,false,noun,c1
copyright,true,noun,c1
coppyright,false,noun,c1
core,true,adjective,b2
corre,false,adjective,b2
corporate,true,adjective,b2
corporatte,false,adjective,b2
corporation,true,noun,b2
corporasion,false,noun,b2
correction,true,noun,c1
correcsion,false,noun,c1
correlate,true,verb,c1
corelate,false,verb,c1
correlation,true,noun,c1
correlasion,false,noun,c1
correspond,true,verb,c1
corespond,false,verb,c1
correspondence,true,noun,c1
correspondance,false,noun,c1
correspondent,true,noun,c1
corespondent,false,noun,c1
corresponding,true,adjective,c1
coresponding,false,adjective,c1
corridor,true,noun,b2
coridor,false,noun,b2
corrupt,true,adjective,c1
corupt,false,adjective,c1
corruption,true,noun,c1
corrupsion,false,noun,c1
costly,true,adjective,c1
coslty,false,adjective,c1
costume,true,noun,b1
costumme,false,noun,b1
cottage,true,noun,b1
cotage,false,noun,b1
cotton,true,noun,b1
coton,false,noun,b1
council,true,noun,b2
coancil,false,noun,b2
councillor,true,noun,c1
coancillor,false,noun,c1
counselling,true,noun,c1
coanselling,false,noun,c1
counsellor,true,noun,c1
coansellor,false,noun,c1
count,true,noun,b1
coant,false,noun,b1
counter,true,noun,b2
coanter,false,noun,b2
counterpart,true,noun,c1
coanterpart,false,noun,c1
countless,true,adjective,c1
coantless,false,adjective,c1
countryside,true,noun,b1
coantryside,false,noun,b1
county,true,noun,b2
coanty,false,noun,b2
coup,true,noun,c1
coap,false,noun,c1
courage,true,noun,b2
coarage,false,noun,b2
court,true,noun,b1
coart,false,noun,b1
courtesy,true,noun,c1
coartesy,false,noun,c1
cover,true,noun,b1
coevr,false,noun,b1
coverage,true,noun,b2
coverrage,false,noun,b2
covered,true,adjective,b1
coverred,false,adjective,b1
crack,true,noun,b2
crcak,false,noun,b2
craft,true,noun,b2
crapht,false,noun,b2
crash,true,noun,b2
crsah,false,noun,b2
crawl,true,verb,c1
crwal,false,verb,c1
cream,true,adjective,b1
creem,false,adjective,b1
creation,true,noun,b2
creasion,false,noun,b2
creativity,true,noun,b2
creetivity,false,noun,b2
creator,true,noun,c1
creetor,false,noun,c1
creature,true,noun,b2
creeture,false,noun,b2
credibility,true,noun,c1
credibillity,false,noun,c1
credible,true,adjective,c1
credable,false,adjective,c1
credit,true,verb,b2
creidt,false,verb,b2
creep,true,verb,c1
creap,false,verb,c1
crew,true,noun,b2
crwe,false,noun,b2
criminal,true,adjective,b1
crimminal,false,adjective,b1
crisis,true,noun,b2
crissis,false,noun,b2
criterion,true,noun,b2
critterion,false,noun,b2
critic,true,noun,b2
crittic,false,noun,b2
critical,true,adjective,b2
crittical,false,adjective,b2
critically,true,adverb,b2
criticaly,false,adverb,b2
criticism,true,noun,b2
critticism,false,noun,b2
criticize,true,verb,b2
critize,false,verb,b2
critique,true,noun,c1
crittique,false,noun,c1
crop,true,noun,b2
crpo,false,noun,b2
crown,true,noun,c1
crwon,false,noun,c1
crucial,true,adjective,b2
cruical,false,adjective,b2
crude,true,adjective,c1
crud,false,adjective,c1
cruel,true,adjective,b1
creul,false,adjective,b1
cruise,true,noun,b2
cruisse,false,noun,b2
crush,true,verb,c1
crsuh,false,verb,c1
crystal,true,noun,c1
crytsal,false,noun,c1
cult,true,adjective,c1
cutl,false,adjective,c1
cultivate,true,verb,c1
cultivatte,false,verb,c1
cultural,true,adjective,b1
culturral,false,adjective,b1
cure,true,noun,b2
curre,false,noun,b2
curiosity,true,noun,c1
curiossity,false,noun,c1
curious,true,adjective,b2
curioas,false,adjective,b2
currency,true,noun,b1
curency,false,noun,b1
current,true,adjective,b1
curent,false,adjective,b1
currently,true,adverb,b1
curently,false,adverb,b1
curriculum,true,noun,b2
curiculum,false,noun,b2
curtain,true,noun,b1
curatin,false,noun,b1
curve,true,noun,b2
curv,false,noun,b2
curved,true,adjective,b2
curevd,false,adjective,b2
custody,true,noun,c1
cusotdy,false,noun,c1
custom,true,noun,b1
cusotm,false,noun,b1
cute,true,adjective,b2
cutte,false,adjective,b2
cutting,true,noun,c1
cuting,false,noun,c1
cynical,true,adjective,c1
cyncial,false,adjective,c1
daily,true,adverb,b1
dailly,false,adverb,b1
dairy,true,adjective,b2
dairry,false,adjective,b2
damage,true,noun,b1
dammage,false,noun,b1
damaging,true,adjective,c1
dammaging,false,adjective,c1
dare,true,verb,b2
darre,false,verb,b2
darkness,true,noun,b2
darknes,false,noun,b2
database,true,noun,b2
databasse,false,noun,b2
date,true,verb,b2
datte,false,verb,b2
dawn,true,noun,c1
danw,false,noun,c1
deadline,true,noun,b2
deedline,false,noun,b2
deadly,true,adjective,b2
deedly,false,adjective,b2
deal,true,noun,b1
deel,false,noun,b1
dealer,true,noun,b2
deeler,false,noun,b2
debate,true,noun,b2
debatte,false,noun,b2
debris,true,noun,c1
debirs,false,noun,c1
debt,true,noun,b2
detb,false,noun,b2
debut,true,noun,c1
deubt,false,noun,c1
decade,true,noun,b1
decad,false,noun,b1
decent,true,adjective,b2
decnet,false,adjective,b2
decision-making,true,noun,c1
decition-making,false,noun,c1
decisive,true,adjective,c1
decissive,false,adjective,c1
deck,true,noun,b2
dekc,false,noun,b2
declaration,true,noun,c1
declarasion,false,noun,c1
declare,true,verb,b2
declarre,false,verb,b2
decline,true,noun,b2
declinne,false,noun,b2
decorate,true,verb,b1
decoratte,false,verb,b1
decoration,true,noun,b2
decorasion,false,noun,b2
decrease,true,noun,b2
decreese,false,noun,b2
dedicated,true,adjective,c1
dedicatted,false,adjective,c1
dedication,true,noun,c1
dedicasion,false,noun,c1
deed,true,noun,c1
dead,false,noun,c1
deem,true,verb,c1
deam,false,verb,c1
deep,true,adverb,b1
deap,false,adverb,b1
deeply,true,adverb,b2
deaply,false,adverb,b2
default,true,noun,c1
dephault,false,noun,c1
defeat,true,noun,b2
defeet,false,noun,b2
defect,true,noun,c1
dephect,false,noun,c1
defence,true,noun,b2
defance,false,noun,b2
defend,true,verb,b2
dephend,false,verb,b2
defender,true,noun,b2
dephender,false,noun,b2
defensive,true,adjective,c1
dephensive,false,adjective,c1
deficiency,true,noun,c1
deficeincy,false,noun,c1
deficit,true,noun,c1
dephicit,false,noun,c1
define,true,verb,b1
dephine,false,verb,b1
definite,true,adjective,b1
dephinite,false,adjective,b1
definition,true,noun,b1
definision,false,noun,b1
defy,true,verb,c1
dephy,false,verb,c1
delay,true,noun,b2
dellay,false,noun,b2
delegate,true,noun,c1
dellegate,false,noun,c1
delegation,true,noun,c1
delegasion,false,noun,c1
delete,true,verb,b2
dellete,false,verb,b2
deliberate,true,adjective,b2
delliberate,false,adjective,b2
deliberately,true,adverb,b2
delliberately,false,adverb,b2
delicate,true,adjective,c1
dellicate,false,adjective,c1
delight,true,noun,b2
dellight,false,noun,b2
delighted,true,adjective,b2
dellighted,false,adjective,b2
deliver,true,verb,b1
delliver,false,verb,b1
delivery,true,noun,b2
delivary,false,noun,b2
demand,true,noun,b2
demmand,false,noun,b2
democracy,true,noun,b2
demmocracy,false,noun,b2
democratic,true,adjective,b2
demmocratic,false,adjective,b2
demon,true,noun,c1
demmon,false,noun,c1
demonstrate,true,verb,b2
demmonstrate,false,verb,b2
demonstration,true,noun,b2
demonstrasion,false,noun,b2
denial,true,noun,c1
dennial,false,noun,c1
denounce,true,verb,c1
denoance,false,verb,c1
dense,true,adjective,c1
dens,false,adjective,c1
density,true,noun,c1
densitty,false,noun,c1
deny,true,verb,b2
denny,false,verb,b2
depart,true,verb,b2
deppart,false,verb,b2
departure,true,noun,b1
depparture,false,noun,b1
dependence,true,noun,c1
dependance,false,noun,c1
dependent,true,adjective,b2
deppendent,false,adjective,b2
depict,true,verb,c1
deppict,false,verb,c1
deploy,true,verb,c1
depoly,false,verb,c1
deployment,true,noun,c1
deplomyent,false,noun,c1
deposit,true,noun,b2
depossit,false,noun,b2
depressed,true,adjective,b2
depresed,false,adjective,b2
depressing,true,adjective,b2
depresing,false,adjective,b2
depression,true,noun,b2
deprestion,false,noun,b2
deprive,true,verb,c1
depriv,false,verb,c1
depth,true,noun,b2
detph,false,noun,b2
deputy,true,noun,c1
depputy,false,noun,c1
derive,true,verb,b2
derrive,false,verb,b2
descend,true,verb,c1
desecnd,false,verb,c1
descent,true,noun,c1
desecnt,false,noun,c1
desert,true,verb,b2
dessert,false,verb,b2
deserve,true,verb,b2
desserve,false,verb,b2
designate,true,verb,c1
dessignate,false,verb,c1
desirable,true,adjective,c1
desirible,false,adjective,c1
desire,true,noun,b2
dessire,false,noun,b2
desktop,true,noun,c1
destkop,false,noun,c1
desperate,true,adjective,b2
desperatte,false,adjective,b2
desperately,true,adverb,b2
desperatelly,false,adverb,b2
despite,true,preposition,b1
despitte,false,preposition,b1
destination,true,noun,b1
destinasion,false,noun,b1
destruction,true,noun,b2
destrucsion,false,noun,b2
destructive,true,adjective,c1
destructiv,false,adjective,c1
detail,true,verb,b2
dettail,false,verb,b2
detailed,true,adjective,b2
detailled,false,adjective,b2
detain,true,verb,c1
dettain,false,verb,c1
detect,true,verb,b2
dettect,false,verb,b2
detection,true,noun,c1
detecsion,false,noun,c1
detention,true,noun,c1
detension,false,noun,c1
deteriorate,true,verb,c1
detteriorate,false,verb,c1
determination,true,noun,b2
determinasion,false,noun,b2
determine,true,verb,b1
determinne,false,verb,b1
determined,true,adjective,b1
determinned,false,adjective,b1
devastate,true,verb,c1
devastatte,false,verb,c1
development,true,noun,b1
devellopment,false,noun,b1
devil,true,noun,c1
deivl,false,noun,c1
devise,true,verb,c1
devisse,false,verb,c1
devote,true,verb,b2
devotte,false,verb,b2
diagnose,true,verb,c1
diagnosse,false,verb,c1
diagnosis,true,noun,c1
diagnossis,false,noun,c1
diagram,true,noun,b1
diargam,false,noun,b1
diamond,true,noun,b1
diammond,false,noun,b1
dictate,true,verb,c1
dictatte,false,verb,c1
dictator,true,noun,c1
dictattor,false,noun,c1
differ,true,verb,b2
diphfer,false,verb,b2
differentiate,true,verb,c1
diphferentiate,false,verb,c1
difficulty,true,noun,b1
diphficulty,false,noun,b1
dignity,true,noun,c1
dignitty,false,noun,c1
dilemma,true,noun,c1
dilema,false,noun,c1
dimension,true,noun,c1
dimention,false,noun,c1
diminish,true,verb,c1
dimminish,false,verb,c1
diplomat,true,noun,c1
diplommat,false,noun,c1
diplomatic,true,adjective,c1
diplommatic,false,adjective,c1
direct,true,adverb,b1
dirrect,false,adverb,b1
directly,true,adverb,b1
dirrectly,false,adverb,b1
directory,true,noun,c1
dirrectory,false,noun,c1
dirt,true,noun,b1
ditr,false,noun,b1
disability,true,noun,b2
disabillity,false,noun,b2
disabled,true,adjective,b2
disibled,false,adjective,b2
disadvantage,true,noun,b1
dissadvantage,false,noun,b1
disagreement,true,noun,b2
disagreament,false,noun,b2
disappoint,true,verb,b2
disapoint,false,verb,b2
disappointed,true,adjective,b1
disapointed,false,adjective,b1
disappointing,true,adjective,b1
disapointing,false,adjective,b1
disappointment,true,noun,b2
disapointment,false,noun,b2
disastrous,true,adjective,c1
disastroas,false,adjective,c1
disc,true,noun,b2
dics,false,noun,b2
discard,true,verb,c1
disacrd,false,verb,c1
discharge,true,verb,c1
discharg,false,verb,c1
discipline,true,noun,b2
disipline,false,noun,b2
disclose,true,verb,c1
disclosse,false,verb,c1
disclosure,true,noun,c1
disclossure,false,noun,c1
discount,true,noun,b1
discoant,false,noun,b1
discourage,true,verb,b2
discoarage,false,verb,b2
discourse,true,noun,c1
discoarse,false,noun,c1
discretion,true,noun,c1
discresion,false,noun,c1
discrimination,true,noun,c1
discriminasion,false,noun,c1
dishonest,true,adjective,b2
dishonnest,false,adjective,b2
disk,true,noun,b2
diks,false,noun,b2
dislike,true,noun,b1
dislik,false,noun,b1
dismiss,true,verb,b2
dismis,false,verb,b2
dismissal,true,noun,c1
dismisal,false,noun,c1
disorder,true,noun,b2
dissorder,false,noun,b2
displace,true,verb,c1
displac,false,verb,c1
display,true,noun,b2
dislpay,false,noun,b2
disposal,true,noun,c1
dispossal,false,noun,c1
dispose,true,verb,c1
disposse,false,verb,c1
dispute,true,noun,c1
disputte,false,noun,c1
disrupt,true,verb,c1
disurpt,false,verb,c1
disruption,true,noun,c1
disrupsion,false,noun,c1
dissolve,true,verb,c1
disolve,false,verb,c1
distant,true,adjective,b2
disatnt,false,adjective,b2
distinct,true,adjective,b2
distnict,false,adjective,b2
distinction,true,noun,c1
distincsion,false,noun,c1
distinctive,true,adjective,c1
distinctiv,false,adjective,c1
distinguish,true,verb,b2
distignuish,false,verb,b2
distort,true,verb,c1
disotrt,false,verb,c1
distract,true,verb,b2
distarct,false,verb,b2
distress,true,noun,c1
distres,false,noun,c1
distribute,true,verb,b2
distributte,false,verb,b2
distribution,true,noun,b2
distribusion,false,noun,b2
district,true,noun,b2
distirct,false,noun,b2
disturb,true,verb,b2
disutrb,false,verb,b2
disturbing,true,adjective,c1
distubring,false,adjective,c1
dive,true,noun,b2
diverse,true,adjective,b2
divers,false,adjective,b2
diversity,true,noun,b2
diversitty,false,noun,b2
divert,true,verb,c1
divret,false,verb,c1
divide,true,noun,b2
divid,false,noun,b2
divine,true,adjective,c1
divinne,false,adjective,c1
division,true,noun,b2
divition,false,noun,b2
divorce,true,noun,b2
divorc,false,noun,b2
doctrine,true,noun,c1
doctrinne,false,noun,c1
document,true,verb,b2
documment,false,verb,b2
documentary,true,noun,b1
documentery,false,noun,b1
documentation,true,noun,c1
documentasion,false,noun,c1
domain,true,noun,c1
dommain,false,noun,c1
domestic,true,adjective,b2
dommestic,false,adjective,b2
dominance,true,noun,c1
dominence,false,noun,c1
dominant,true,adjective,b2
domminant,false,adjective,b2
dominate,true,verb,b2
domminate,false,verb,b2
donate,true,verb,b1
donnate,false,verb,b1
donation,true,noun,b2
donasion,false,noun,b2
donor,true,noun,c1
donnor,false,noun,c1
dose,true,noun,c1
dosse,false,noun,c1
double,true,adverb,b1
doable,false,adverb,b1
doubt,true,noun,b1
doabt,false,noun,b1
downtown,true,adjective,b2
downotwn,false,adjective,b2
downwards,true,adverb,b2
downawrds,false,adverb,b2
dozen,true,determiner,b2
doezn,false,determiner,b2
draft,true,noun,b2
drapht,false,noun,b2
drag,true,verb,b2
drga,false,verb,b2
drain,true,verb,c1
drian,false,verb,c1
dramatic,true,adjective,b2
drammatic,false,adjective,b2
dramatically,true,adverb,b2
dramaticaly,false,adverb,b2
dressed,true,adjective,b1
dresed,false,adjective,b1
drift,true,verb,c1
dripht,false,verb,c1
driving,true,adjective,c1
driivng,false,adjective,c1
drop,true,noun,b1
drpo,false,noun,b1
drought,true,noun,b2
droaght,false,noun,b2
drown,true,verb,c1
drwon,false,verb,c1
drum,true,noun,b1
drmu,false,noun,b1
drunk,true,adjective,b1
drnuk,false,adjective,b1
dual,true,adjective,c1
dula,false,adjective,c1
dull,true,adjective,b2
dumb,true,adjective,c1
dubm,false,adjective,c1
dump,true,verb,b2
dupm,false,verb,b2
duration,true,noun,b2
durasion,false,noun,b2
dust,true,noun,b1
duts,false,noun,b1
duty,true,noun,b1
dutty,false,noun,b1
dynamic,true,adjective,b2
dynammic,false,adjective,b2
eager,true,adjective,c1
eeger,false,adjective,c1
earnings,true,noun,c1
eernings,false,noun,c1
earthquake,true,noun,b1
eerthquake,false,noun,b1
ease,true,noun,c1
eese,false,noun,c1
eastern,true,adjective,b1
eestern,false,adjective,b1
echo,true,noun,c1
ecoh,false,noun,c1
ecological,true,adjective,c1
ecollogical,false,adjective,c1
economic,true,adjective,b1
econommic,false,adjective,b1
economics,true,noun,b2
econommics,false,noun,b2
economist,true,noun,b2
econommist,false,noun,b2
economy,true,noun,b1
econommy,false,noun,b1
edge,true,noun,b1
edit,true,verb,b2
edti,false,verb,b2
edition,true,noun,b2
edision,false,noun,b2
editor,true,noun,b1
edittor,false,noun,b1
editorial,true,adjective,b2
edittorial,false,adjective,b2
educate,true,verb,b1
educatte,false,verb,b1
educated,true,adjective,b1
educatted,false,adjective,b1
educational,true,adjective,b1
educasional,false,adjective,b1
educator,true,noun,c1
educattor,false,noun,c1
effective,true,adjective,b1
ephfective,false,adjective,b1
effectively,true,adverb,b1
ephfectively,false,adverb,b1
effectiveness,true,noun,c1
ephfectiveness,false,noun,c1
efficiency,true,noun,c1
efficeincy,false,noun,c1
efficient,true,adjective,b2
efficeint,false,adjective,b2
efficiently,true,adverb,b2
efficeintly,false,adverb,b2
effort,true,noun,b1
ephfort,false,noun,b1
elaborate,true,adjective,c1
ellaborate,false,adjective,c1
elbow,true,noun,b2
elobw,false,noun,b2
elderly,true,adjective,b2
eldrely,false,adjective,b2
elect,true,verb,b2
ellect,false,verb,b2
election,true,noun,b1
elecsion,false,noun,b1
electoral,true,adjective,c1
ellectoral,false,adjective,c1
electronics,true,noun,b2
electronnics,false,noun,b2
elegant,true,adjective,b2
ellegant,false,adjective,b2
element,true,noun,b1
elemment,false,noun,b1
elementary,true,adjective,b2
elementery,false,adjective,b2
elevate,true,verb,c1
ellevate,false,verb,c1
eligible,true,adjective,c1
eligable,false,adjective,c1
eliminate,true,verb,b2
elimminate,false,verb,b2
elite,true,noun,c1
ellite,false,noun,c1
elsewhere,true,adverb,b2
elsewherre,false,adverb,b2
embark,true,verb,c1
embrak,false,verb,c1
embarrassed,true,adjective,b1
embarrased,false,adjective,b1
embarrassing,true,adjective,b1
embarrasing,false,adjective,b1
embarrassment,true,noun,c1
embarrasment,false,noun,c1
embassy,true,noun,c1
embasy,false,noun,c1
embed,true,verb,c1
emebd,false,verb,c1
embody,true,verb,c1
embdoy,false,verb,c1
embrace,true,verb,b2
embrac,false,verb,b2
emerge,true,verb,b2
emmerge,false,verb,b2
emergence,true,noun,c1
emergance,false,noun,c1
emergency,true,noun,b1
emmergency,false,noun,b1
emission,true,noun,b2
emistion,false,noun,b2
emotion,true,noun,b1
emosion,false,noun,b1
emotional,true,adjective,b2
emosional,false,adjective,b2
emotionally,true,adverb,b2
emosionally,false,adverb,b2
emphasis,true,noun,b2
emfasis,false,noun,b2
emphasize,true,verb,b2
emfasize,false,verb,b2
empire,true,noun,b2
empirre,false,noun,b2
empirical,true,adjective,c1
empirrical,false,adjective,c1
employment,true,noun,b1
emplomyent,false,noun,b1
empower,true,verb,c1
empwoer,false,verb,c1
empty,true,verb,b1
emtpy,false,verb,b1
enable,true,verb,b2
enible,false,verb,b2
enact,true,verb,c1
ennact,false,verb,c1
encompass,true,verb,c1
encompas,false,verb,c1
encounter,true,noun,b2
encoanter,false,noun,b2
encourage,true,verb,b1
encoarage,false,verb,b1
encouragement,true,noun,c1
encoaragement,false,noun,c1
encouraging,true,adjective,c1
encoaraging,false,adjective,c1
endeavour,true,noun,c1
endeevour,false,noun,c1
endless,true,adjective,c1
endles,false,adjective,c1
endorse,true,verb,c1
endors,false,verb,c1
endorsement,true,noun,c1
endorsemment,false,noun,c1
endure,true,verb,c1
endurre,false,verb,c1
enemy,true,noun,b1
enemmy,false,noun,b1
enforce,true,verb,c1
enphorce,false,verb,c1
enforcement,true,noun,c1
enphorcement,false,noun,c1
engage,true,verb,b2
engag,false,verb,b2
engaged,true,adjective,b1
enggaed,false,adjective,b1
engagement,true,noun,c1
engagemment,false,noun,c1
engaging,true,adjective,c1
engaigng,false,adjective,c1
engineering,true,noun,b1
enginearing,false,noun,b1
enhance,true,verb,b2
enhence,false,verb,b2
enjoyable,true,adjective,b2
enjoyible,false,adjective,b2
enquire,true,verb,c1
enquirre,false,verb,c1
enquiry,true,noun,b2
enquirry,false,noun,b2
enrich,true,verb,c1
enrcih,false,verb,c1
enrol,true,verb,c1
enorl,false,verb,c1
ensue,true,verb,c1
enuse,false,verb,c1
ensure,true,verb,b2
ensurre,false,verb,b2
enterprise,true,noun,c1
enterprisse,false,noun,c1
entertain,true,verb,b1
entetrain,false,verb,b1
entertaining,true,adjective,b2
entertainning,false,adjective,b2
entertainment,true,noun,b1
entertianment,false,noun,b1
enthusiasm,true,noun,b2
enthussiasm,false,noun,b2
enthusiast,true,noun,c1
enthussiast,false,noun,c1
enthusiastic,true,adjective,b2
enthussiastic,false,adjective,b2
entire,true,adjective,b2
entirre,false,adjective,b2
entirely,true,adverb,b2
entirelly,false,adverb,b2
entitle,true,verb,c1
entitl,false,verb,c1
entity,true,noun,c1
entitty,false,noun,c1
entrance,true,noun,b1
entrence,false,noun,b1
entrepreneur,true,noun,b2
entreprenneur,false,noun,b2
entry,true,noun,b1
enrty,false,noun,b1
envelope,true,noun,b2
envellope,false,noun,b2
environmental,true,adjective,b1
envirronmental,false,adjective,b1
epidemic,true,noun,c1
epidemmic,false,noun,c1
episode,true,noun,b1
epissode,false,noun,b1
equal,true,adjective,b1
eqaul,false,adjective,b1
equality,true,noun,c1
equallity,false,noun,c1
equally,true,adverb,b1
equaly,false,adverb,b1
equation,true,noun,c1
equasion,false,noun,c1
equip,true,verb,b2
eqiup,false,verb,b2
equivalent,true,adjective,b2
equivallent,false,adjective,b2
erect,true,verb,c1
errect,false,verb,c1
erupt,true,verb,b2
errupt,false,verb,b2
escalate,true,verb,c1
escallate,false,verb,c1
escape,true,noun,b1
escappe,false,noun,b1
essence,true,noun,c1
essance,false,noun,c1
essential,true,adjective,b1
esential,false,adjective,b1
essentially,true,adverb,b2
essentialy,false,adverb,b2
establish,true,verb,b2
estalbish,false,verb,b2
establishment,true,noun,c1
establsihment,false,noun,c1
estate,true,noun,b2
estatte,false,noun,b2
estimate,true,noun,b2
estimmate,false,noun,b2
eternal,true,adjective,c1
etternal,false,adjective,c1
ethic,true,noun,b2
etihc,false,noun,b2
ethical,true,adjective,b2
ethcial,false,adjective,b2
ethnic,true,adjective,b2
ethinc,false,adjective,b2
evacuate,true,verb,c1
evacuatte,false,verb,c1
evaluate,true,verb,b2
evalluate,false,verb,b2
evaluation,true,noun,b2
evaluasion,false,noun,b2
even,true,adjective,b2
evne,false,adjective,b2
eventually,true,adverb,b1
eventualy,false,adverb,b1
evident,true,adjective,b2
eviednt,false,adjective,b2
evil,true,adjective,b2
evli,false,adjective,b2
evoke,true,verb,c1
evok,false,verb,c1
evolution,true,noun,b2
evolusion,false,noun,b2
evolutionary,true,adjective,c1
evolusionary,false,adjective,c1
evolve,true,verb,b2
evolv,false,verb,b2
exaggerate,true,verb,c1
exaggeratte,false,verb,c1
examination,true,noun,b2
examinasion,false,noun,b2
examine,true,verb,b1
exammine,false,verb,b1
exceed,true,verb,b2
excede,false,verb,b2
excellence,true,noun,c1
excellance,false,noun,c1
except,true,conjunction,b1
excpet,false,conjunction,b1
exception,true,noun,b2
excepsion,false,noun,b2
exceptional,true,adjective,c1
excepsional,false,adjective,c1
excess,true,adjective,c1
exces,false,adjective,c1
excessive,true,adjective,b2
excesive,false,adjective,b2
exchange,true,noun,b1
exchang,false,noun,b1
excitement,true,noun,b1
excitemment,false,noun,b1
exclude,true,verb,b2
exclud,false,verb,b2
exclusion,true,noun,c1
exclution,false,noun,c1
exclusive,true,adjective,c1
exclussive,false,adjective,c1
exclusively,true,adverb,c1
exclusivelly,false,adverb,c1
excuse,true,noun,b2
excusse,false,noun,b2
execute,true,verb,c1
executte,false,verb,c1
execution,true,noun,c1
execusion,false,noun,c1
executive,true,adjective,b2
executtive,false,adjective,b2
exert,true,verb,c1
exret,false,verb,c1
exhibit,true,noun,b2
exhbiit,false,noun,b2
exhibition,true,noun,b1
exhibision,false,noun,b1
exile,true,noun,c1
exille,false,noun,c1
existence,true,noun,b2
existance,false,noun,b2
exit,true,noun,b2
exti,false,noun,b2
exotic,true,adjective,b2
exottic,false,adjective,b2
expand,true,verb,b1
expnad,false,verb,b1
expansion,true,noun,b2
expantion,false,noun,b2
expectation,true,noun,b2
expectasion,false,noun,b2
expected,true,adjective,b1
expetced,false,adjective,b1
expedition,true,noun,b1
expedision,false,noun,b1
expenditure,true,noun,c1
expenditture,false,noun,c1
expense,true,noun,b2
expens,false,noun,b2
experience,true,verb,b1
experiance,false,verb,b1
experienced,true,adjective,b1
experianced,false,adjective,b1
experiment,true,verb,b1
experimment,false,verb,b1
experimental,true,adjective,c1
experimmental,false,adjective,c1
expertise,true,noun,b2
expertisse,false,noun,b2
expire,true,verb,c1
expirre,false,verb,c1
explicit,true,adjective,c1
explciit,false,adjective,c1
explicitly,true,adverb,c1
expliictly,false,adverb,c1
explode,true,verb,b1
explod,false,verb,b1
exploit,true,verb,b2
expolit,false,verb,b2
exploitation,true,noun,c1
exploitasion,false,noun,c1
exploration,true,noun,b2
explorasion,false,noun,b2
explore,true,verb,b1
explorre,false,verb,b1
explosion,true,noun,b1
explotion,false,noun,b1
explosive,true,adjective,c1
explossive,false,adjective,c1
export,true,noun,b1
exprot,false,noun,b1
